"country","colonizer","col","colstart_max","colend_max","colstart_mean","colend_mean"
"Syria","portugal",0,NA,NA,NA,NA
"Taiwan","portugal",0,NA,NA,NA,NA
"Tajikistan","portugal",0,NA,NA,NA,NA
"Tanzania","portugal",0,NA,NA,NA,NA
"Thailand","portugal",0,NA,NA,NA,NA
"Timor-Leste","portugal",1,1642,1975,1642,1975
"Togo","portugal",0,NA,NA,NA,NA
"Tonga","portugal",0,NA,NA,NA,NA
"Trinidad & Tobago","portugal",0,NA,NA,NA,NA
"Tunisia","portugal",0,NA,NA,NA,NA
"Turkey","portugal",0,NA,NA,NA,NA
"Turkmenistan","portugal",0,NA,NA,NA,NA
"Tuvalu","portugal",0,NA,NA,NA,NA
"Uganda","portugal",0,NA,NA,NA,NA
"Ukraine","portugal",0,NA,NA,NA,NA
"United Arab Emirates","portugal",0,NA,NA,NA,NA
"United Kingdom","portugal",0,NA,NA,NA,NA
"United States","portugal",0,NA,NA,NA,NA
"Uruguay","portugal",1,1680,1822,1680,1822
"Uzbekistan","portugal",0,NA,NA,NA,NA
"Vanuatu","portugal",0,NA,NA,NA,NA
"Venezuela","portugal",0,NA,NA,NA,NA
"Vietnam","portugal",0,NA,NA,NA,NA
"Yemen","portugal",0,NA,NA,NA,NA
"Zambia","portugal",0,NA,NA,NA,NA
"Zimbabwe","portugal",0,NA,NA,NA,NA
"Afghanistan","spain",0,NA,NA,NA,NA
"Albania","spain",0,NA,NA,NA,NA
"Algeria","spain",0,NA,NA,NA,NA
"Andorra","spain",0,NA,NA,NA,NA
"Angola","spain",0,NA,NA,NA,NA
"Antigua & Barbuda","spain",0,NA,NA,NA,NA
"Argentina","spain",1,1580,1819,1565,1818
"Armenia","spain",0,NA,NA,NA,NA
"Australia","spain",0,NA,NA,NA,NA
"Austria","spain",0,NA,NA,NA,NA
"Azerbaijan","spain",0,NA,NA,NA,NA
"Bahamas","spain",0,NA,NA,NA,NA
"Bahrain","spain",0,NA,NA,NA,NA
"Bangladesh","spain",0,NA,NA,NA,NA
"Barbados","spain",0,NA,NA,NA,NA
"Belarus","spain",0,NA,NA,NA,NA
"Belgium","spain",0,NA,NA,NA,NA
"Belize","spain",1,1524,1862,1524,1862
"Benin","spain",0,NA,NA,NA,NA
"Bhutan","spain",0,NA,NA,NA,NA
"Bolivia","spain",1,1559,1825,1545,1825
"Bosnia & Herzegovina","spain",0,NA,NA,NA,NA
"Botswana","spain",0,NA,NA,NA,NA
"Brazil","spain",0,NA,NA,NA,NA
"Brunei","spain",0,NA,NA,NA,NA
"Bulgaria","spain",0,NA,NA,NA,NA
"Burkina Faso","spain",0,NA,NA,NA,NA
"Burundi","spain",0,NA,NA,NA,NA
"Cambodia","spain",0,NA,NA,NA,NA
"Cameroon","spain",0,NA,NA,NA,NA
"Canada","spain",0,NA,NA,NA,NA
"Cape Verde","spain",0,NA,NA,NA,NA
"Central African Republic","spain",0,NA,NA,NA,NA
"Chad","spain",0,NA,NA,NA,NA
"Chile","spain",1,1541,1818,1541,1817
"China","spain",0,NA,NA,NA,NA
"Colombia","spain",1,1525,1820,1518,1819
"Comoros","spain",0,NA,NA,NA,NA
"Congo - Brazzaville","spain",0,NA,NA,NA,NA
"Congo - Kinshasa","spain",0,NA,NA,NA,NA
"Costa Rica","spain",1,1524,1821,1516,1821
"Côte d’Ivoire","spain",0,NA,NA,NA,NA
"Croatia","spain",0,NA,NA,NA,NA
"Cuba","spain",1,1511,1899,1511,1898
"Cyprus","spain",0,NA,NA,NA,NA
"Czechia","spain",0,NA,NA,NA,NA
"Denmark","spain",0,NA,NA,NA,NA
"Djibouti","spain",0,NA,NA,NA,NA
"Dominica","spain",0,NA,NA,NA,NA
"Dominican Republic","spain",1,1495,1865,1493,1839
"Ecuador","spain",1,1535,1829,1534,1823
"Egypt","spain",0,NA,NA,NA,NA
"El Salvador","spain",1,1528,1821,1525,1821
"Equatorial Guinea","spain",1,1858,1968,1858,1968
"Eritrea","spain",0,NA,NA,NA,NA
"Estonia","spain",0,NA,NA,NA,NA
"Eswatini","spain",0,NA,NA,NA,NA
"Ethiopia","spain",0,NA,NA,NA,NA
"Fiji","spain",0,NA,NA,NA,NA
"Finland","spain",0,NA,NA,NA,NA
"France","spain",0,NA,NA,NA,NA
"Gabon","spain",0,NA,NA,NA,NA
"Gambia","spain",0,NA,NA,NA,NA
"Georgia","spain",0,NA,NA,NA,NA
"Germany","spain",0,NA,NA,NA,NA
"Ghana","spain",0,NA,NA,NA,NA
"Greece","spain",0,NA,NA,NA,NA
"Grenada","spain",0,NA,NA,NA,NA
"Guatemala","spain",1,1524,1821,1524,1821
"Guinea","spain",0,NA,NA,NA,NA
"Guinea-Bissau","spain",0,NA,NA,NA,NA
"Guyana","spain",0,NA,NA,NA,NA
"Haiti","spain",0,NA,NA,NA,NA
"Honduras","spain",1,1524,1821,1524,1821
"Hungary","spain",0,NA,NA,NA,NA
"Iceland","spain",0,NA,NA,NA,NA
"India","spain",0,NA,NA,NA,NA
"Indonesia","spain",0,NA,NA,NA,NA
"Iran","spain",0,NA,NA,NA,NA
"Iraq","spain",0,NA,NA,NA,NA
"Ireland","spain",0,NA,NA,NA,NA
"Israel","spain",0,NA,NA,NA,NA
"Italy","spain",0,NA,NA,NA,NA
"Jamaica","spain",1,1509,1655,1509,1655
"Japan","spain",0,NA,NA,NA,NA
"Jordan","spain",0,NA,NA,NA,NA
"Kazakhstan","spain",0,NA,NA,NA,NA
"Kenya","spain",0,NA,NA,NA,NA
"Kiribati","spain",0,NA,NA,NA,NA
"Kosovo","spain",0,NA,NA,NA,NA
"Kuwait","spain",0,NA,NA,NA,NA
"Kyrgyzstan","spain",0,NA,NA,NA,NA
"Laos","spain",0,NA,NA,NA,NA
"Latvia","spain",0,NA,NA,NA,NA
"Lebanon","spain",0,NA,NA,NA,NA
"Lesotho","spain",0,NA,NA,NA,NA
"Liberia","spain",0,NA,NA,NA,NA
"Libya","spain",0,NA,NA,NA,NA
"Liechtenstein","spain",0,NA,NA,NA,NA
"Lithuania","spain",0,NA,NA,NA,NA
"Luxembourg","spain",0,NA,NA,NA,NA
"Madagascar","spain",0,NA,NA,NA,NA
"Malawi","spain",0,NA,NA,NA,NA
"Malaysia","spain",0,NA,NA,NA,NA
"Maldives","spain",0,NA,NA,NA,NA
"Mali","spain",0,NA,NA,NA,NA
"Malta","spain",0,NA,NA,NA,NA
"Marshall Islands","spain",0,NA,NA,NA,NA
"Mauritania","spain",0,NA,NA,NA,NA
"Mauritius","spain",0,NA,NA,NA,NA
"Mexico","spain",1,1521,1821,1520,1821
"Micronesia (Federated States of)","spain",1,1650,1899,1650,1899
"Moldova","spain",0,NA,NA,NA,NA
"Monaco","spain",0,NA,NA,NA,NA
"Mongolia","spain",0,NA,NA,NA,NA
"Montenegro","spain",0,NA,NA,NA,NA
"Morocco","spain",1,1884,1975,1884,1975
"Mozambique","spain",0,NA,NA,NA,NA
"Myanmar (Burma)","spain",0,NA,NA,NA,NA
"Namibia","spain",0,NA,NA,NA,NA
"Nauru","spain",0,NA,NA,NA,NA
"Nepal","spain",0,NA,NA,NA,NA
"Netherlands","spain",0,NA,NA,NA,NA
"New Zealand","spain",0,NA,NA,NA,NA
"Nicaragua","spain",1,1524,1821,1523,1821
"Niger","spain",0,NA,NA,NA,NA
"Nigeria","spain",0,NA,NA,NA,NA
"North Korea","spain",0,NA,NA,NA,NA
"North Macedonia","spain",0,NA,NA,NA,NA
"Norway","spain",0,NA,NA,NA,NA
"Oman","spain",0,NA,NA,NA,NA
"Pakistan","spain",0,NA,NA,NA,NA
"Palau","spain",1,1886,1899,1886,1899
"Panama","spain",1,1519,1821,1514,1820
"Papua New Guinea","spain",0,NA,NA,NA,NA
"Paraguay","spain",1,1537,1811,1537,1811
"Peru","spain",1,1533,1824,1532,1823
"Philippines","spain",1,1565,1898,1565,1898
"Poland","spain",0,NA,NA,NA,NA
"Portugal","spain",0,NA,NA,NA,NA
"Qatar","spain",0,NA,NA,NA,NA
"Romania","spain",0,NA,NA,NA,NA
"Russia","spain",0,NA,NA,NA,NA
"Rwanda","spain",0,NA,NA,NA,NA
"Samoa","spain",0,NA,NA,NA,NA
"San Marino","spain",0,NA,NA,NA,NA
"São Tomé & Príncipe","spain",0,NA,NA,NA,NA
"Saudi Arabia","spain",0,NA,NA,NA,NA
"Senegal","spain",0,NA,NA,NA,NA
"Serbia","spain",0,NA,NA,NA,NA
"Seychelles","spain",0,NA,NA,NA,NA
"Sierra Leone","spain",0,NA,NA,NA,NA
"Singapore","spain",0,NA,NA,NA,NA
"Slovakia","spain",0,NA,NA,NA,NA
"Slovenia","spain",0,NA,NA,NA,NA
"Solomon Islands","spain",0,NA,NA,NA,NA
"Somalia","spain",0,NA,NA,NA,NA
"South Africa","spain",0,NA,NA,NA,NA
"South Korea","spain",0,NA,NA,NA,NA
"South Sudan","spain",0,NA,NA,NA,NA
"Spain","spain",0,NA,NA,NA,NA
"Sri Lanka","spain",0,NA,NA,NA,NA
"St. Kitts & Nevis","spain",0,NA,NA,NA,NA
"St. Lucia","spain",0,NA,NA,NA,NA
"St. Vincent & Grenadines","spain",0,NA,NA,NA,NA
"Sudan","spain",0,NA,NA,NA,NA
"Suriname","spain",0,NA,NA,NA,NA
"Sweden","spain",0,NA,NA,NA,NA
"Switzerland","spain",0,NA,NA,NA,NA
"Syria","spain",0,NA,NA,NA,NA
"Taiwan","spain",0,NA,NA,NA,NA
"Tajikistan","spain",0,NA,NA,NA,NA
"Tanzania","spain",0,NA,NA,NA,NA
"Thailand","spain",0,NA,NA,NA,NA
"Timor-Leste","spain",0,NA,NA,NA,NA
"Togo","spain",0,NA,NA,NA,NA
"Tonga","spain",0,NA,NA,NA,NA
"Trinidad & Tobago","spain",1,1592,1797,1592,1797
"Tunisia","spain",0,NA,NA,NA,NA
"Turkey","spain",0,NA,NA,NA,NA
"Turkmenistan","spain",0,NA,NA,NA,NA
"Tuvalu","spain",0,NA,NA,NA,NA
"Uganda","spain",0,NA,NA,NA,NA
"Ukraine","spain",0,NA,NA,NA,NA
"United Arab Emirates","spain",0,NA,NA,NA,NA
"United Kingdom","spain",0,NA,NA,NA,NA
"United States","spain",0,NA,NA,NA,NA
"Uruguay","spain",1,1625,1828,1590,1823
"Uzbekistan","spain",0,NA,NA,NA,NA
"Vanuatu","spain",0,NA,NA,NA,NA
"Venezuela","spain",1,1556,1821,1534,1820
"Vietnam","spain",0,NA,NA,NA,NA
"Yemen","spain",0,NA,NA,NA,NA
"Zambia","spain",0,NA,NA,NA,NA
"Zimbabwe","spain",0,NA,NA,NA,NA
"Afghanistan","italy",0,NA,NA,NA,NA
"Albania","italy",0,NA,NA,NA,NA
"Algeria","italy",0,NA,NA,NA,NA
"Andorra","italy",0,NA,NA,NA,NA
"Angola","italy",0,NA,NA,NA,NA
"Antigua & Barbuda","italy",0,NA,NA,NA,NA
"Argentina","italy",0,NA,NA,NA,NA
"Armenia","italy",0,NA,NA,NA,NA
"Australia","italy",0,NA,NA,NA,NA
"Austria","italy",0,NA,NA,NA,NA
"Azerbaijan","italy",0,NA,NA,NA,NA
"Bahamas","italy",0,NA,NA,NA,NA
"Bahrain","italy",0,NA,NA,NA,NA
"Bangladesh","italy",0,NA,NA,NA,NA
"Barbados","italy",0,NA,NA,NA,NA
"Belarus","italy",0,NA,NA,NA,NA
"Belgium","italy",0,NA,NA,NA,NA
"Belize","italy",0,NA,NA,NA,NA
"Benin","italy",0,NA,NA,NA,NA
"Bhutan","italy",0,NA,NA,NA,NA
"Bolivia","italy",0,NA,NA,NA,NA
"Bosnia & Herzegovina","italy",0,NA,NA,NA,NA
"Botswana","italy",0,NA,NA,NA,NA
"Brazil","italy",0,NA,NA,NA,NA
"Brunei","italy",0,NA,NA,NA,NA
"Bulgaria","italy",0,NA,NA,NA,NA
"Burkina Faso","italy",0,NA,NA,NA,NA
"Burundi","italy",0,NA,NA,NA,NA
"Cambodia","italy",0,NA,NA,NA,NA
"Cameroon","italy",0,NA,NA,NA,NA
"Canada","italy",0,NA,NA,NA,NA
"Cape Verde","italy",0,NA,NA,NA,NA
"Central African Republic","italy",0,NA,NA,NA,NA
"Chad","italy",0,NA,NA,NA,NA
"Chile","italy",0,NA,NA,NA,NA
"China","italy",0,NA,NA,NA,NA
"Colombia","italy",0,NA,NA,NA,NA
"Comoros","italy",0,NA,NA,NA,NA
"Congo - Brazzaville","italy",0,NA,NA,NA,NA
"Congo - Kinshasa","italy",0,NA,NA,NA,NA
"Costa Rica","italy",0,NA,NA,NA,NA
"Côte d’Ivoire","italy",0,NA,NA,NA,NA
"Croatia","italy",0,NA,NA,NA,NA
"Cuba","italy",0,NA,NA,NA,NA
"Cyprus","italy",0,NA,NA,NA,NA
"Czechia","italy",0,NA,NA,NA,NA
"Denmark","italy",0,NA,NA,NA,NA
"Djibouti","italy",0,NA,NA,NA,NA
"Dominica","italy",0,NA,NA,NA,NA
"Dominican Republic","italy",0,NA,NA,NA,NA
"Ecuador","italy",0,NA,NA,NA,NA
"Egypt","italy",0,NA,NA,NA,NA
"El Salvador","italy",0,NA,NA,NA,NA
"Equatorial Guinea","italy",0,NA,NA,NA,NA
"Eritrea","italy",1,1890,1941,1885,1940
"Estonia","italy",0,NA,NA,NA,NA
"Eswatini","italy",0,NA,NA,NA,NA
"Ethiopia","italy",0,NA,NA,NA,NA
"Fiji","italy",0,NA,NA,NA,NA
"Finland","italy",0,NA,NA,NA,NA
"France","italy",0,NA,NA,NA,NA
"Gabon","italy",0,NA,NA,NA,NA
"Gambia","italy",0,NA,NA,NA,NA
"Georgia","italy",0,NA,NA,NA,NA
"Germany","italy",0,NA,NA,NA,NA
"Ghana","italy",0,NA,NA,NA,NA
"Greece","italy",0,NA,NA,NA,NA
"Grenada","italy",0,NA,NA,NA,NA
"Guatemala","italy",0,NA,NA,NA,NA
"Guinea","italy",0,NA,NA,NA,NA
"Guinea-Bissau","italy",0,NA,NA,NA,NA
"Guyana","italy",0,NA,NA,NA,NA
"Haiti","italy",0,NA,NA,NA,NA
"Honduras","italy",0,NA,NA,NA,NA
"Hungary","italy",0,NA,NA,NA,NA
"Iceland","italy",0,NA,NA,NA,NA
"India","italy",0,NA,NA,NA,NA
"Indonesia","italy",0,NA,NA,NA,NA
"Iran","italy",0,NA,NA,NA,NA
"Iraq","italy",0,NA,NA,NA,NA
"Ireland","italy",0,NA,NA,NA,NA
"Israel","italy",0,NA,NA,NA,NA
"Italy","italy",0,NA,NA,NA,NA
"Jamaica","italy",0,NA,NA,NA,NA
"Japan","italy",0,NA,NA,NA,NA
"Jordan","italy",0,NA,NA,NA,NA
"Kazakhstan","italy",0,NA,NA,NA,NA
"Kenya","italy",0,NA,NA,NA,NA
"Kiribati","italy",0,NA,NA,NA,NA
"Kosovo","italy",0,NA,NA,NA,NA
"Kuwait","italy",0,NA,NA,NA,NA
"Kyrgyzstan","italy",0,NA,NA,NA,NA
"Laos","italy",0,NA,NA,NA,NA
"Latvia","italy",0,NA,NA,NA,NA
"Lebanon","italy",0,NA,NA,NA,NA
"Lesotho","italy",0,NA,NA,NA,NA
"Liberia","italy",0,NA,NA,NA,NA
"Libya","italy",1,1912,1942,1912,1942
"Liechtenstein","italy",0,NA,NA,NA,NA
"Lithuania","italy",0,NA,NA,NA,NA
"Luxembourg","italy",0,NA,NA,NA,NA
"Madagascar","italy",0,NA,NA,NA,NA
"Malawi","italy",0,NA,NA,NA,NA
"Malaysia","italy",0,NA,NA,NA,NA
"Maldives","italy",0,NA,NA,NA,NA
"Mali","italy",0,NA,NA,NA,NA
"Malta","italy",0,NA,NA,NA,NA
"Marshall Islands","italy",0,NA,NA,NA,NA
"Mauritania","italy",0,NA,NA,NA,NA
"Mauritius","italy",0,NA,NA,NA,NA
"Mexico","italy",0,NA,NA,NA,NA
"Micronesia (Federated States of)","italy",0,NA,NA,NA,NA
"Moldova","italy",0,NA,NA,NA,NA
"Monaco","italy",0,NA,NA,NA,NA
"Mongolia","italy",0,NA,NA,NA,NA
"Montenegro","italy",0,NA,NA,NA,NA
"Morocco","italy",0,NA,NA,NA,NA
"Mozambique","italy",0,NA,NA,NA,NA
"Myanmar (Burma)","italy",0,NA,NA,NA,NA
"Namibia","italy",0,NA,NA,NA,NA
"Nauru","italy",0,NA,NA,NA,NA
"Nepal","italy",0,NA,NA,NA,NA
"Netherlands","italy",0,NA,NA,NA,NA
"New Zealand","italy",0,NA,NA,NA,NA
"Nicaragua","italy",0,NA,NA,NA,NA
"Niger","italy",0,NA,NA,NA,NA
"Nigeria","italy",0,NA,NA,NA,NA
"North Korea","italy",0,NA,NA,NA,NA
"North Macedonia","italy",0,NA,NA,NA,NA
"Norway","italy",0,NA,NA,NA,NA
"Oman","italy",0,NA,NA,NA,NA
"Pakistan","italy",0,NA,NA,NA,NA
"Palau","italy",0,NA,NA,NA,NA
"Panama","italy",0,NA,NA,NA,NA
"Papua New Guinea","italy",0,NA,NA,NA,NA
"Paraguay","italy",0,NA,NA,NA,NA
"Peru","italy",0,NA,NA,NA,NA
"Philippines","italy",0,NA,NA,NA,NA
"Poland","italy",0,NA,NA,NA,NA
"Portugal","italy",0,NA,NA,NA,NA
"Qatar","italy",0,NA,NA,NA,NA
"Romania","italy",0,NA,NA,NA,NA
"Russia","italy",0,NA,NA,NA,NA
"Rwanda","italy",0,NA,NA,NA,NA
"Samoa","italy",0,NA,NA,NA,NA
"San Marino","italy",0,NA,NA,NA,NA
"São Tomé & Príncipe","italy",0,NA,NA,NA,NA
"Saudi Arabia","italy",0,NA,NA,NA,NA
"Senegal","italy",0,NA,NA,NA,NA
"Serbia","italy",0,NA,NA,NA,NA
"Seychelles","italy",0,NA,NA,NA,NA
"Sierra Leone","italy",0,NA,NA,NA,NA
"Singapore","italy",0,NA,NA,NA,NA
"Slovakia","italy",0,NA,NA,NA,NA
"Slovenia","italy",0,NA,NA,NA,NA
"Solomon Islands","italy",0,NA,NA,NA,NA
"Somalia","italy",1,1905,1936,1905,1936
"South Africa","italy",0,NA,NA,NA,NA
"South Korea","italy",0,NA,NA,NA,NA
"South Sudan","italy",0,NA,NA,NA,NA
"Spain","italy",0,NA,NA,NA,NA
"Sri Lanka","italy",0,NA,NA,NA,NA
"St. Kitts & Nevis","italy",0,NA,NA,NA,NA
"St. Lucia","italy",0,NA,NA,NA,NA
"St. Vincent & Grenadines","italy",0,NA,NA,NA,NA
"Sudan","italy",0,NA,NA,NA,NA
"Suriname","italy",0,NA,NA,NA,NA
"Sweden","italy",0,NA,NA,NA,NA
"Switzerland","italy",0,NA,NA,NA,NA
"Syria","italy",0,NA,NA,NA,NA
"Taiwan","italy",0,NA,NA,NA,NA
"Tajikistan","italy",0,NA,NA,NA,NA
"Tanzania","italy",0,NA,NA,NA,NA
"Thailand","italy",0,NA,NA,NA,NA
"Timor-Leste","italy",0,NA,NA,NA,NA
"Togo","italy",0,NA,NA,NA,NA
"Tonga","italy",0,NA,NA,NA,NA
"Trinidad & Tobago","italy",0,NA,NA,NA,NA
"Tunisia","italy",0,NA,NA,NA,NA
"Turkey","italy",0,NA,NA,NA,NA
"Turkmenistan","italy",0,NA,NA,NA,NA
"Tuvalu","italy",0,NA,NA,NA,NA
"Uganda","italy",0,NA,NA,NA,NA
"Ukraine","italy",0,NA,NA,NA,NA
"United Arab Emirates","italy",0,NA,NA,NA,NA
"United Kingdom","italy",0,NA,NA,NA,NA
"United States","italy",0,NA,NA,NA,NA
"Uruguay","italy",0,NA,NA,NA,NA
"Uzbekistan","italy",0,NA,NA,NA,NA
"Vanuatu","italy",0,NA,NA,NA,NA
"Venezuela","italy",0,NA,NA,NA,NA
"Vietnam","italy",0,NA,NA,NA,NA
"Yemen","italy",0,NA,NA,NA,NA
"Zambia","italy",0,NA,NA,NA,NA
"Zimbabwe","italy",0,NA,NA,NA,NA
